Date,ACGL,AFL,AIG,AIZ,AJG,ALL,AMP,AON,AXP,BAC,BEN,BK,BLK,BRO,C,CB,CBOE,CFG,CINF,CMA,CME,COF,DFS,FDS,FITB,FRC,GL,GS,HBAN,HIG,ICE,IVZ,JPM,KEY,L,LNC,MCO,MET,MKTX,MMC,MS,MSCI,MTB,NDAQ,NTRS,PFG,PGR,PNC,PRU,RE,RF,RJF,SBNY,SCHW,SIVB,SPGI,STT,SYF,TFC,TROW,TRV,USB,WFC,WRB,WTW,ZION
2015-01-02 00:00:00-05:00,19.49666786,30.54000092,56.11000061,67.76999664,46.97999954,70.12000275,132.0899963,94.33000183,93.01999664,17.89999962,55.49000168,40.45999908,356.730011,16.28000069,54.25999832,114.4400024,63.36000061,24.76000023,51.61000061,46.29000092,88.13999939,82.48999786,65.36000061,140.5899963,20.20999908,52.09999847,54.15999985,194.4100037,10.5,41.79000092,43.52799988,39.13999939,62.49000168,13.85999966,41.74000168,57.41999817,95.88999939,48.04812622,70.34999847,56.97000122,38.70999908,47.68999863,125.3899994,15.9533329,67.55000305,51.81000137,27.04000092,90.81999969,90.11000061,168.8200073,10.51000023,38.09999847,125.25,30.21999931,115.1299973,88.66000366,78.34999847,29.47999954,38.65000153,85.76000214,105.4400024,44.83000183,54.70000076,22.51111031,118.0132446,28.29000092
2015-01-05 00:00:00-05:00,19.37999916,29.73999977,55,66.25,46.70000076,68.73000336,127.8499985,93.41999817,90.55999756,17.37999916,53.65000153,39.41999817,347.5,16.06999969,52.54999924,112.5699997,65.37999725,24.18000031,50.86999893,44.63999939,88.63999939,80.58999634,63.90000153,138.3899994,19.60000038,50.54000092,53.18999863,188.3399963,10.18999958,40.90999985,43.76599884,38,60.54999924,13.43999958,40.74000168,55.65000153,94.01000214,46.44385147,68.98999786,56.56999969,37.5,47.24000168,121.3499985,15.86999989,65.06999969,50.11000061,26.73999977,88.04000092,87.25,167.9100037,10.14999962,37.02666855,121.8099976,29.20999908,111.9300003,87.08999634,77.05000305,29.25,37.43000031,83.79000092,104.1699982,43.75,53.20000076,22.31111145,117.1655655,27.22999954
2015-01-06 00:00:00-05:00,19.42333221,29.47500038,54.22000122,65.33000183,46.61000061,68.68000031,124.4100037,92.86000061,88.62999725,16.86000061,52.59999847,38.27999878,342.1000061,15.98999977,50.70000076,111.5800018,66.05999756,23.90999985,50.47999954,43.29999924,87.29000092,79.08999634,62.40000153,137.6600037,18.80999947,49.15999985,52.47000122,184.5299988,9.920000076,40.24000168,43.13999939,37.20999908,58.97999954,13.02999973,40.02000046,53.86999893,93.01999664,45.03565216,67.66000366,55.81000137,36.41999817,48.61000061,118.6299973,15.85999966,63.24000168,49.40000153,26.40999985,85.76000214,85.44000244,168.9700012,9.81000042,36.05333328,120.3600006,28.13999939,108.2900009,85.83000183,74.84999847,28.85000038,36.70000076,82.30999756,103.2399979,43.16999817,52.09000015,22.25333214,116.5827789,26.19000053
2015-01-07 00:00:00-05:00,19.53666687,29.65999985,54.47999954,65.58999634,47.06000137,69.80999756,126.6200027,93.91999817,90.30000305,16.94000053,53.29000092,39.06999969,349.3399963,16.13500023,51.16999817,113.1699982,67.18000031,24,51.16999817,43.72000122,88.30000305,79.98999786,63.33000183,138.7599945,19.02000046,49.68000031,52.52999878,187.2799988,10.05000019,40.61999893,43.75,37.70000076,59.06999969,13.13000011,40.02000046,54.61999893,94.44000244,45.63279724,68.26999664,56.54999924,36.93999863,49.72000122,118.8799973,16.08666611,64.26000214,50.25,26.95999908,86.75,85.48999786,170.1100006,9.869999886,36.37333298,120.9700012,28.69000053,110.2399979,86.97000122,75.55000305,29.20000076,37.18999863,83.51999664,105,43.54999924,52.40000153,22.27555656,118.2516556,26.44000053
2015-01-08 00:00:00-05:00,19.87666702,29.95000076,54.24000168,66.56999969,47.88000107,71.15000153,128.8699951,95.30000305,91.58000183,17.29000092,53.99000168,39.61000061,353.4200134,16.44499969,51.93999863,115,66.5,24.18000031,52.25999832,44.63999939,88.70999908,80.76999664,64.34999847,140.4700012,19.45000076,50.63000107,53.34000015,190.2700043,10.27999973,41.06000137,44.29999924,38.36000061,60.38999939,13.39999962,40.65999985,55.66999817,95.36000061,46.32798767,71.69999695,57.5,37.49000168,51.22000122,121.2900009,16.33666611,65.26000214,51.72999954,27.5,88.41999817,86.86000061,174.9600067,10.02000046,37.09999847,124.0800018,29.44000053,113.2799988,87.75,77.15000153,29.97999954,37.81000137,84.51000214,107.1800003,43.86999893,53.56000137,22.75111008,119.6026459,26.80999947
2015-01-09 00:00:00-05:00,19.7033329,29.31500053,53.31999969,66.33999634,47.22999954,70.41999817,127.6800003,94.77999878,90.41999817,16.97999954,53.86999893,39.02999878,349.230011,16.23500061,50.77999878,113.3700027,66,23.88999939,51.68999863,42.65000153,88.79000092,79.37000275,63.31999969,139.3699951,18.93000031,49.72999954,52.56999969,187.3500061,9.989999771,40.68000031,44.32600021,37.65000153,59.34000015,13.02000046,40.04999924,54.36000061,93.81999969,45.47237015,71.51000214,56.70999908,36.88000107,51.97000122,118.8499985,16.16666794,64.11000061,51.09000015,26.92000008,86.76999664,85.31999969,171.6000061,9.729999542,36.41999817,120.3399963,28.45000076,109.8700027,87,76.02999878,29.70000076,36.83000183,83.87000275,105.8300018,42.95999908,52.68000031,22.55555534,118.543045,26.05999947
2015-01-12 00:00:00-05:00,19.64333344,29.14500046,52.36000061,66.01999664,47.08000183,69.69999695,126.3799973,93.44000244,89.5,16.68000031,52.77999878,38.47000122,346.9299927,16.06500053,50.38000107,112,66.13999939,23.87999916,51.38999939,42.24000168,87.61000061,79.05999756,63.02000046,139.4600067,18.63999939,49.08000183,52.09999847,185.0700073,10.01000023,40.31000137,43.16600037,37.43000031,58.83000183,12.85999966,39.66999817,53.88000107,93.01000214,44.94652557,70.98999786,56.09999847,36.36999893,51.93999863,118.0699997,15.78333282,63.34000015,50.22999954,26.54000092,86.16000366,84.20999908,169.7100067,9.539999962,35.92666626,119.7399979,28.17000008,108.3399963,85.76000214,75.37000275,29.53000069,36.49000168,82.93000031,105.1999969,42.56000137,52.04999924,22.33333206,117.4834442,25.65999985
2015-01-13 00:00:00-05:00,19.71999931,29,51.86999893,66.01999664,47.31000137,70.12000275,127.3000031,93.83000183,89.23000336,16.45000076,52.25,38.40000153,347.980011,16.01499939,50.02000046,112.1699982,65.37000275,23.87000084,51.36000061,41.79000092,87.12999725,78.38999939,62.43999863,140.2799988,18.51000023,48.36999893,51.81000137,184.9299927,9.979999542,40.40999985,41.90000153,37.33000183,58.84000015,12.69999981,39.65000153,53.31000137,94.48999786,44.39393997,72.61000061,56.20999908,36.02999878,54.04999924,118.8499985,15.56999969,63.45999908,49.47999954,26.5,84.51999664,83.37999725,169.0599976,9.390000343,35.74666595,119.4800034,28.19000053,107.6900024,90.88999939,75.19000244,29.70999908,36.43000031,83.05999756,105.3600006,42.09999847,51.84999847,22.3777771,117.6158905,25.21999931
2015-01-14 00:00:00-05:00,19.63333321,28.77499962,51.38000107,65.51999664,46.97999954,69.43000031,124.9700012,93.69000244,87.06999969,16.04000092,51.49000168,37.43000031,345.75,15.90999985,49.04999924,109.8499985,65.01999664,23.44000053,50.91999817,41.40999985,85.01000214,76.75,61.11999893,140.0099945,18.20999908,47.75999832,51.31000137,180.2299957,9.850000381,39.79000092,41.59999847,36.54999924,56.81000137,12.42000008,39.25999832,51.90000153,93.73999786,43.6185379,72.95999908,55.97000122,35.20999908,53.70000076,115.3099976,15.22000027,62.25,48.27000046,26.03000069,83,81.18000031,166.9900055,9.159999847,35.23333359,116.9100037,27.22999954,105.2300034,88.90000153,73.34999847,29.14999962,35.65999985,81.76999664,103.7699966,41.34000015,51.25,21.71999931,116.5827789,24.79000092
2015-01-15 00:00:00-05:00,19.70666695,28.68000031,50.40000153,64.66000366,46.70000076,69.23000336,122.8600006,93.55000305,85.87999725,15.19999981,50.99000168,37.25,342.4500122,15.85000038,47.22999954,109.8199997,65.05999756,22.95999908,50.90999985,40.95999908,84.87000275,76.94999695,60.09999847,138.4799957,18.02000046,47.61999893,51,178.4900055,9.710000038,39.58000183,41.13600159,35.93000031,54.99000168,12.15999985,38.81000137,50.25999832,92.66999817,42.76292419,70.59999847,55.70999908,34.58000183,52.90000153,114.3799973,15.25333309,61.79000092,47.45999908,26.27000046,82.41999817,79.77999878,167.9499969,8.989999771,34.6333313,114.9800034,26.67000008,103.0199966,88.29000092,72.77999878,28.52000046,35.5,81.02999878,104.2099991,40.93999863,50.72000122,21.57777786,116.2913895,24.48999977
